Date,Price,Open,High,Low,Vol.,Change %
08/10/2023,"1,594.44","1,594.44","1,594.44","1,594.44",,0.36%
08/09/2023,"1,588.69","1,588.69","1,588.69","1,588.69",,0.65%
08/08/2023,"1,578.50","1,578.50","1,578.50","1,578.50",,-0.98%
08/07/2023,"1,594.10","1,594.10","1,594.10","1,594.10",,-0.01%
08/04/2023,"1,594.19","1,594.19","1,594.19","1,594.19",,0.74%
08/03/2023,"1,582.44","1,582.44","1,582.44","1,582.44",,-0.16%
08/02/2023,"1,584.91","1,584.91","1,584.91","1,584.91",,0.36%
08/01/2023,"1,579.30","1,579.30","1,579.30","1,579.30",,0.13%
07/31/2023,"1,577.25","1,577.25","1,577.25","1,577.25",,-0.03%
07/28/2023,"1,577.75","1,577.75","1,577.75","1,577.75",,-0.27%
07/27/2023,"1,582.03","1,582.03","1,582.03","1,582.03",,-0.51%
07/26/2023,"1,590.07","1,590.07","1,590.07","1,590.07",,-0.49%
07/25/2023,"1,597.89","1,597.89","1,597.89","1,597.89",,-0.34%
07/24/2023,"1,603.39","1,603.39","1,603.39","1,603.39",,-0.60%
07/21/2023,"1,613.08","1,613.08","1,613.08","1,613.08",,-0.38%
07/20/2023,"1,619.25","1,619.25","1,619.25","1,619.25",,-0.51%
07/19/2023,"1,627.60","1,627.60","1,627.60","1,627.60",,-0.82%
07/18/2023,"1,641.08","1,641.08","1,641.08","1,641.08",,-0.30%
07/17/2023,"1,646.03","1,646.03","1,646.03","1,646.03",,1.31%
07/14/2023,"1,624.71","1,624.71","1,624.71","1,624.71",,-0.16%
07/13/2023,"1,627.33","1,627.33","1,627.33","1,627.33",,0.45%
07/12/2023,"1,620.09","1,620.09","1,620.09","1,620.09",,0.21%
07/11/2023,"1,616.63","1,616.63","1,616.63","1,616.63",,0.27%
07/10/2023,"1,612.34","1,612.34","1,612.34","1,612.34",,-0.36%
07/07/2023,"1,618.11","1,618.11","1,618.11","1,618.11",,0.32%
07/06/2023,"1,612.98","1,612.98","1,612.98","1,612.98",,0.93%
07/05/2023,"1,598.14","1,598.14","1,598.14","1,598.14",,0.47%
07/04/2023,"1,590.72","1,590.72","1,590.72","1,590.72",,0.41%
07/03/2023,"1,584.28","1,584.28","1,584.28","1,584.28",,0.59%
06/30/2023,"1,574.92","1,574.92","1,574.92","1,574.92",,0.22%
06/29/2023,"1,571.42","1,571.42","1,571.42","1,571.42",,-0.35%
06/27/2023,"1,576.93","1,576.93","1,576.93","1,576.93",,0.04%
06/26/2023,"1,576.37","1,576.37","1,576.37","1,576.37",,-0.39%
06/23/2023,"1,582.47","1,582.47","1,582.47","1,582.47",,0.58%
06/22/2023,"1,573.32","1,573.32","1,573.32","1,573.32",,0.38%
06/21/2023,"1,567.39","1,567.39","1,567.39","1,567.39",,0.57%
06/20/2023,"1,558.54","1,558.54","1,558.54","1,558.54",,-0.24%
06/19/2023,"1,562.27","1,562.27","1,562.27","1,562.27",,-0.16%
06/16/2023,"1,564.72","1,564.72","1,564.72","1,564.72",,-0.01%
06/15/2023,"1,564.94","1,564.94","1,564.94","1,564.94",,-1.01%
06/14/2023,"1,580.92","1,580.92","1,580.92","1,580.92",,0.00%
06/13/2023,"1,580.97","1,580.97","1,580.97","1,580.97",,-0.46%
06/12/2023,"1,588.20","1,588.20","1,588.20","1,588.20",,-0.37%
06/09/2023,"1,594.02","1,594.02","1,594.02","1,594.02",,0.42%
06/08/2023,"1,587.29","1,587.29","1,587.29","1,587.29",,-0.10%
06/07/2023,"1,588.83","1,588.83","1,588.83","1,588.83",,0.35%
06/06/2023,"1,583.33","1,583.33","1,583.33","1,583.33",,-0.19%
06/05/2023,"1,586.29","1,586.29","1,586.29","1,586.29",,1.91%
06/02/2023,"1,556.55","1,556.55","1,556.55","1,556.55",,0.63%
05/31/2023,"1,546.83","1,546.83","1,546.83","1,546.83",,0.98%
05/30/2023,"1,531.84","1,531.84","1,531.84","1,531.84",,1.23%
05/29/2023,"1,513.22","1,513.22","1,513.22","1,513.22",,1.68%
05/26/2023,"1,488.15","1,488.15","1,488.15","1,488.15",,0.49%
05/25/2023,"1,480.87","1,480.87","1,480.87","1,480.87",,0.32%
05/24/2023,"1,476.10","1,476.10","1,476.10","1,476.10",,1.37%
05/23/2023,"1,456.13","1,456.13","1,456.13","1,456.13",,-0.37%
05/22/2023,"1,461.57","1,461.57","1,461.57","1,461.57",,-0.43%
05/19/2023,"1,467.83","1,467.83","1,467.83","1,467.83",,-0.51%
05/18/2023,"1,475.32","1,475.32","1,475.32","1,475.32",,-0.52%
05/17/2023,"1,483.01","1,483.01","1,483.01","1,483.01",,0.58%
05/16/2023,"1,474.49","1,474.49","1,474.49","1,474.49",,0.47%
05/15/2023,"1,467.52","1,467.52","1,467.52","1,467.52",,-0.32%
05/12/2023,"1,472.21","1,472.21","1,472.21","1,472.21",,-1.72%
05/11/2023,"1,497.91","1,497.91","1,497.91","1,497.91",,-0.65%
05/10/2023,"1,507.78","1,507.78","1,507.78","1,507.78",,-1.09%
05/09/2023,"1,524.46","1,524.46","1,524.46","1,524.46",,-0.62%
05/08/2023,"1,534.01","1,534.01","1,534.01","1,534.01",,-0.03%
05/05/2023,"1,534.47","1,534.47","1,534.47","1,534.47",,-0.39%
05/04/2023,"1,540.51","1,540.51","1,540.51","1,540.51",,-0.41%
05/03/2023,"1,546.78","1,546.78","1,546.78","1,546.78",,-1.10%
05/02/2023,"1,564.02","1,564.02","1,564.02","1,564.02",,-0.94%
04/28/2023,"1,578.88","1,578.88","1,578.88","1,578.88",,-1.61%
04/27/2023,"1,604.74","1,604.74","1,604.74","1,604.74",,0.71%
04/26/2023,"1,593.37","1,593.37","1,593.37","1,593.37",,0.16%
04/25/2023,"1,590.83","1,590.83","1,590.83","1,590.83",,-0.18%
04/24/2023,"1,593.73","1,593.73","1,593.73","1,593.73",,-0.02%
04/20/2023,"1,594.06","1,594.06","1,594.06","1,594.06",,-0.53%
04/19/2023,"1,602.60","1,602.60","1,602.60","1,602.60",,-0.32%
04/18/2023,"1,607.75","1,607.75","1,607.75","1,607.75",,-0.03%
04/17/2023,"1,608.22","1,608.22","1,608.22","1,608.22",,-0.35%
04/14/2023,"1,613.85","1,613.85","1,613.85","1,613.85",,-0.27%
04/13/2023,"1,618.15","1,618.15","1,618.15","1,618.15",,-0.41%
04/12/2023,"1,624.79","1,624.79","1,624.79","1,624.79",,-0.46%
04/11/2023,"1,632.30","1,632.30","1,632.30","1,632.30",,-0.81%
04/06/2023,"1,645.65","1,645.65","1,645.65","1,645.65",,1.28%
04/05/2023,"1,624.92","1,624.92","1,624.92","1,624.92",,-0.45%
04/04/2023,"1,632.24","1,632.24","1,632.24","1,632.24",,0.03%
04/03/2023,"1,631.74","1,631.74","1,631.74","1,631.74",,0.60%
03/31/2023,"1,622.05","1,622.05","1,622.05","1,622.05",,0.68%
03/30/2023,"1,611.15","1,611.15","1,611.15","1,611.15",,0.82%
03/29/2023,"1,598.10","1,598.10","1,598.10","1,598.10",,1.07%
03/28/2023,"1,581.11","1,581.11","1,581.11","1,581.11",,0.78%
03/27/2023,"1,568.94","1,568.94","1,568.94","1,568.94",,0.31%
03/24/2023,"1,564.16","1,564.16","1,564.16","1,564.16",,0.34%
03/23/2023,"1,558.87","1,558.87","1,558.87","1,558.87",,1.14%
03/22/2023,"1,541.26","1,541.26","1,541.26","1,541.26",,0.96%
03/21/2023,"1,526.56","1,526.56","1,526.56","1,526.56",,0.28%
03/20/2023,"1,522.34","1,522.34","1,522.34","1,522.34",,-0.51%
03/17/2023,"1,530.17","1,530.17","1,530.17","1,530.17",,-1.92%
03/16/2023,"1,560.06","1,560.06","1,560.06","1,560.06",,-1.92%
03/15/2023,"1,590.60","1,590.60","1,590.60","1,590.60",,0.07%
03/14/2023,"1,589.52","1,589.52","1,589.52","1,589.52",,-0.53%
03/13/2023,"1,598.03","1,598.03","1,598.03","1,598.03",,-0.65%
03/10/2023,"1,608.44","1,608.44","1,608.44","1,608.44",,-0.46%
03/09/2023,"1,615.95","1,615.95","1,615.95","1,615.95",,0.64%
03/08/2023,"1,605.63","1,605.63","1,605.63","1,605.63",,-1.46%
03/07/2023,"1,629.45","1,629.45","1,629.45","1,629.45",,-0.94%
03/06/2023,"1,644.92","1,644.92","1,644.92","1,644.92",,0.66%
03/03/2023,"1,634.09","1,634.09","1,634.09","1,634.09",,0.08%
03/02/2023,"1,632.77","1,632.77","1,632.77","1,632.77",,-0.33%
03/01/2023,"1,638.17","1,638.17","1,638.17","1,638.17",,-0.51%
02/28/2023,"1,646.56","1,646.56","1,646.56","1,646.56",,-0.12%
02/27/2023,"1,648.54","1,648.54","1,648.54","1,648.54",,-0.40%
02/24/2023,"1,655.14","1,655.14","1,655.14","1,655.14",,0.12%
02/23/2023,"1,653.10","1,653.10","1,653.10","1,653.10",,-0.63%
02/22/2023,"1,663.59","1,663.59","1,663.59","1,663.59",,-0.61%
02/21/2023,"1,673.78","1,673.78","1,673.78","1,673.78",,0.15%
02/20/2023,"1,671.20","1,671.20","1,671.20","1,671.20",,-0.55%
02/17/2023,"1,680.50","1,680.50","1,680.50","1,680.50",,0.24%
02/16/2023,"1,676.47","1,676.47","1,676.47","1,676.47",,-0.04%
02/15/2023,"1,677.22","1,677.22","1,677.22","1,677.22",,0.32%
02/14/2023,"1,671.92","1,671.92","1,671.92","1,671.92",,-0.54%
02/13/2023,"1,680.96","1,680.96","1,680.96","1,680.96",,0.54%
02/10/2023,"1,671.86","1,671.86","1,671.86","1,671.86",,-0.24%
02/09/2023,"1,675.92","1,675.92","1,675.92","1,675.92",,-0.16%
02/08/2023,"1,678.64","1,678.64","1,678.64","1,678.64",,0.42%
02/07/2023,"1,671.56","1,671.56","1,671.56","1,671.56",,-0.01%
02/06/2023,"1,671.69","1,671.69","1,671.69","1,671.69",,0.45%
02/03/2023,"1,664.14","1,664.14","1,664.14","1,664.14",,0.35%
02/02/2023,"1,658.33","1,658.33","1,658.33","1,658.33",,0.13%
02/01/2023,"1,656.20","1,656.20","1,656.20","1,656.20",,-0.07%
01/31/2023,"1,657.32","1,657.32","1,657.32","1,657.32",,-0.52%
01/30/2023,"1,666.03","1,666.03","1,666.03","1,666.03",,-0.49%
01/27/2023,"1,674.24","1,674.24","1,674.24","1,674.24",,0.50%
01/26/2023,"1,665.87","1,665.87","1,665.87","1,665.87",,-0.55%
01/25/2023,"1,675.07","1,675.07","1,675.07","1,675.07",,-0.03%
01/24/2023,"1,675.49","1,675.49","1,675.49","1,675.49",,-1.03%
01/23/2023,"1,692.91","1,692.91","1,692.91","1,692.91",,0.56%
01/20/2023,"1,683.55","1,683.55","1,683.55","1,683.55",,0.06%
01/19/2023,"1,682.59","1,682.59","1,682.59","1,682.59",,0.18%
01/18/2023,"1,679.50","1,679.50","1,679.50","1,679.50",,-0.57%
01/17/2023,"1,689.07","1,689.07","1,689.07","1,689.07",,-0.33%
01/16/2023,"1,694.71","1,694.71","1,694.71","1,694.71",,-0.03%
01/13/2023,"1,695.23","1,695.23","1,695.23","1,695.23",,-0.59%
01/12/2023,"1,705.35","1,705.35","1,705.35","1,705.35",,-0.16%
01/11/2023,"1,708.07","1,708.07","1,708.07","1,708.07",,0.16%
01/10/2023,"1,705.35","1,705.35","1,705.35","1,705.35",,-0.31%
01/09/2023,"1,710.71","1,710.71","1,710.71","1,710.71",,0.32%
01/06/2023,"1,705.33","1,705.33","1,705.33","1,705.33",,0.34%
01/05/2023,"1,699.48","1,699.48","1,699.48","1,699.48",,0.82%
01/04/2023,"1,685.71","1,685.71","1,685.71","1,685.71",,0.62%
01/03/2023,"1,675.40","1,675.40","1,675.40","1,675.40",,-0.04%
12/30/2022,"1,676.10","1,676.10","1,676.10","1,676.10",,0.63%
12/29/2022,"1,665.64","1,665.64","1,665.64","1,665.64",,-0.16%
12/28/2022,"1,668.34","1,668.34","1,668.34","1,668.34",,0.30%
12/23/2022,"1,663.36","1,663.36","1,663.36","1,663.36",,0.52%
12/22/2022,"1,654.71","1,654.71","1,654.71","1,654.71",,-0.10%
12/21/2022,"1,656.34","1,656.34","1,656.34","1,656.34",,0.07%
12/20/2022,"1,655.21","1,655.21","1,655.21","1,655.21",,-0.04%
12/19/2022,"1,655.86","1,655.86","1,655.86","1,655.86",,0.18%
12/16/2022,"1,652.86","1,652.86","1,652.86","1,652.86",,-0.21%
12/15/2022,"1,656.31","1,656.31","1,656.31","1,656.31",,0.73%
12/14/2022,"1,644.37","1,644.37","1,644.37","1,644.37",,0.14%
12/13/2022,"1,642.12","1,642.12","1,642.12","1,642.12",,-0.26%
12/09/2022,"1,646.41","1,646.41","1,646.41","1,646.41",,0.22%
12/08/2022,"1,642.72","1,642.72","1,642.72","1,642.72",,0.13%
12/07/2022,"1,640.54","1,640.54","1,640.54","1,640.54",,0.08%
12/06/2022,"1,639.19","1,639.19","1,639.19","1,639.19",,0.12%
12/05/2022,"1,637.19","1,637.19","1,637.19","1,637.19",,-0.78%
12/02/2022,"1,649.99","1,649.99","1,649.99","1,649.99",,0.65%
12/01/2022,"1,639.38","1,639.38","1,639.38","1,639.38",,0.11%
11/30/2022,"1,637.55","1,637.55","1,637.55","1,637.55",,-0.44%
11/29/2022,"1,644.73","1,644.73","1,644.73","1,644.73",,0.10%
11/28/2022,"1,643.15","1,643.15","1,643.15","1,643.15",,-0.54%
11/25/2022,"1,652.06","1,652.06","1,652.06","1,652.06",,0.55%
11/24/2022,"1,643.03","1,643.03","1,643.03","1,643.03",,-0.06%
11/23/2022,"1,643.95","1,643.95","1,643.95","1,643.95",,0.21%
11/22/2022,"1,640.56","1,640.56","1,640.56","1,640.56",,-1.14%
11/21/2022,"1,659.51","1,659.51","1,659.51","1,659.51",,-0.32%
11/18/2022,"1,664.82","1,664.82","1,664.82","1,664.82",,0.34%
11/17/2022,"1,659.26","1,659.26","1,659.26","1,659.26",,-0.37%
11/16/2022,"1,665.46","1,665.46","1,665.46","1,665.46",,0.41%
11/15/2022,"1,658.65","1,658.65","1,658.65","1,658.65",,0.17%
11/14/2022,"1,655.89","1,655.89","1,655.89","1,655.89",,-0.63%
11/11/2022,"1,666.47","1,666.47","1,666.47","1,666.47",,-0.05%
11/10/2022,"1,667.34","1,667.34","1,667.34","1,667.34",,-0.12%
11/09/2022,"1,669.31","1,669.31","1,669.31","1,669.31",,0.28%
11/08/2022,"1,664.62","1,664.62","1,664.62","1,664.62",,0.10%
11/07/2022,"1,663.00","1,663.00","1,663.00","1,663.00",,-0.76%
11/04/2022,"1,675.66","1,675.66","1,675.66","1,675.66",,-0.41%
11/03/2022,"1,682.55","1,682.55","1,682.55","1,682.55",,-0.10%
11/02/2022,"1,684.15","1,684.15","1,684.15","1,684.15",,0.22%
11/01/2022,"1,680.37","1,680.37","1,680.37","1,680.37",,0.16%
10/31/2022,"1,677.76","1,677.76","1,677.76","1,677.76",,-0.14%
10/28/2022,"1,680.11","1,680.11","1,680.11","1,680.11",,-0.73%
10/27/2022,"1,692.53","1,692.53","1,692.53","1,692.53",,-0.09%
10/26/2022,"1,694.11","1,694.11","1,694.11","1,694.11",,-0.34%
10/25/2022,"1,699.81","1,699.81","1,699.81","1,699.81",,-0.31%
10/24/2022,"1,705.08","1,705.08","1,705.08","1,705.08",,0.03%
10/21/2022,"1,704.60","1,704.60","1,704.60","1,704.60",,-0.04%
10/19/2022,"1,705.28","1,705.28","1,705.28","1,705.28",,0.02%
10/18/2022,"1,705.02","1,705.02","1,705.02","1,705.02",,0.61%
10/17/2022,"1,694.70","1,694.70","1,694.70","1,694.70",,-0.32%
10/14/2022,"1,700.22","1,700.22","1,700.22","1,700.22",,1.51%
10/13/2022,"1,674.95","1,674.95","1,674.95","1,674.95",,-0.45%
10/12/2022,"1,682.58","1,682.58","1,682.58","1,682.58",,0.89%
10/11/2022,"1,667.75","1,667.75","1,667.75","1,667.75",,-0.54%
10/07/2022,"1,676.77","1,676.77","1,676.77","1,676.77",,-0.04%
10/06/2022,"1,677.36","1,677.36","1,677.36","1,677.36",,-0.23%
10/05/2022,"1,681.27","1,681.27","1,681.27","1,681.27",,-1.04%
10/04/2022,"1,698.97","1,698.97","1,698.97","1,698.97",,-0.02%
10/03/2022,"1,699.23","1,699.23","1,699.23","1,699.23",,-1.07%
09/30/2022,"1,717.68","1,717.68","1,717.68","1,717.68",,0.02%
09/29/2022,"1,717.41","1,717.41","1,717.41","1,717.41",,-0.94%
09/28/2022,"1,733.77","1,733.77","1,733.77","1,733.77",,0.58%
09/27/2022,"1,723.78","1,723.78","1,723.78","1,723.78",,-1.34%
09/26/2022,"1,747.27","1,747.27","1,747.27","1,747.27",,0.07%
09/23/2022,"1,746.03","1,746.03","1,746.03","1,746.03",,0.46%
09/22/2022,"1,737.96","1,737.96","1,737.96","1,737.96",,-0.06%
09/21/2022,"1,739.08","1,739.08","1,739.08","1,739.08",,-0.56%
09/20/2022,"1,748.95","1,748.95","1,748.95","1,748.95",,-0.29%
09/19/2022,"1,753.97","1,753.97","1,753.97","1,753.97",,0.35%
09/16/2022,"1,747.84","1,747.84","1,747.84","1,747.84",,-1.64%
09/15/2022,"1,776.99","1,776.99","1,776.99","1,776.99",,-0.73%
09/14/2022,"1,790.01","1,790.01","1,790.01","1,790.01",,0.15%
09/12/2022,"1,787.30","1,787.30","1,787.30","1,787.30",,-0.01%
09/09/2022,"1,787.48","1,787.48","1,787.48","1,787.48",,-0.28%
09/08/2022,"1,792.42","1,792.42","1,792.42","1,792.42",,-0.83%
09/07/2022,"1,807.36","1,807.36","1,807.36","1,807.36",,0.00%
09/06/2022,"1,807.36","1,807.36","1,807.36","1,807.36",,2.03%
09/05/2022,"1,771.36","1,771.36","1,771.36","1,771.36",,0.45%
09/02/2022,"1,763.40","1,763.40","1,763.40","1,763.40",,0.26%
09/01/2022,"1,758.91","1,758.91","1,758.91","1,758.91",,0.44%
08/31/2022,"1,751.20","1,751.20","1,751.20","1,751.20",,0.07%
08/30/2022,"1,750.05","1,750.05","1,750.05","1,750.05",,-0.03%
08/29/2022,"1,750.54","1,750.54","1,750.54","1,750.54",,0.08%
08/26/2022,"1,749.16","1,749.16","1,749.16","1,749.16",,-0.17%
08/25/2022,"1,752.11","1,752.11","1,752.11","1,752.11",,-0.38%
08/24/2022,"1,758.76","1,758.76","1,758.76","1,758.76",,0.29%
08/23/2022,"1,753.61","1,753.61","1,753.61","1,753.61",,-0.95%
08/22/2022,"1,770.46","1,770.46","1,770.46","1,770.46",,-0.49%
08/19/2022,"1,779.19","1,779.19","1,779.19","1,779.19",,-0.57%
08/18/2022,"1,789.45","1,789.45","1,789.45","1,789.45",,-0.19%
08/17/2022,"1,792.92","1,792.92","1,792.92","1,792.92",,0.43%
08/16/2022,"1,785.26","1,785.26","1,785.26","1,785.26",,-0.50%
08/15/2022,"1,794.18","1,794.18","1,794.18","1,794.18",,-0.29%
08/12/2022,"1,799.46","1,799.46","1,799.46","1,799.46",,0.18%
08/11/2022,"1,796.20","1,796.20","1,796.20","1,796.20",,1.20%
08/10/2022,"1,774.85","1,774.85","1,774.85","1,774.85",,1.74%
08/08/2022,"1,744.58","1,744.58","1,744.58","1,744.58",,1.04%
08/05/2022,"1,726.62","1,726.62","1,726.62","1,726.62",,0.42%
08/04/2022,"1,719.40","1,719.40","1,719.40","1,719.40",,0.26%
08/03/2022,"1,714.97","1,714.97","1,714.97","1,714.97",,0.39%
08/02/2022,"1,708.36","1,708.36","1,708.36","1,708.36",,0.67%
08/01/2022,"1,697.03","1,697.03","1,697.03","1,697.03",,-0.25%
07/29/2022,"1,701.31","1,701.31","1,701.31","1,701.31",,1.17%
07/28/2022,"1,681.71","1,681.71","1,681.71","1,681.71",,0.33%
07/27/2022,"1,676.18","1,676.18","1,676.18","1,676.18",,1.02%
07/26/2022,"1,659.30","1,659.30","1,659.30","1,659.30",,-1.27%
07/25/2022,"1,680.63","1,680.63","1,680.63","1,680.63",,0.25%
07/22/2022,"1,676.51","1,676.51","1,676.51","1,676.51",,0.09%
07/21/2022,"1,675.02","1,675.02","1,675.02","1,675.02",,0.21%
07/20/2022,"1,671.45","1,671.45","1,671.45","1,671.45",,0.00%
07/19/2022,"1,671.38","1,671.38","1,671.38","1,671.38",,-0.21%
07/18/2022,"1,674.98","1,674.98","1,674.98","1,674.98",,-0.45%
07/15/2022,"1,682.49","1,682.49","1,682.49","1,682.49",,-0.70%
07/14/2022,"1,694.28","1,694.28","1,694.28","1,694.28",,0.52%
07/13/2022,"1,685.59","1,685.59","1,685.59","1,685.59",,-0.02%
07/12/2022,"1,685.90","1,685.90","1,685.90","1,685.90",,-0.36%
07/08/2022,"1,691.93","1,691.93","1,691.93","1,691.93",,1.84%
07/07/2022,"1,661.31","1,661.31","1,661.31","1,661.31",,0.69%
07/06/2022,"1,649.91","1,649.91","1,649.91","1,649.91",,0.30%
07/05/2022,"1,645.05","1,645.05","1,645.05","1,645.05",,0.32%
07/04/2022,"1,639.75","1,639.75","1,639.75","1,639.75",,1.04%
07/01/2022,"1,622.85","1,622.85","1,622.85","1,622.85",,0.62%
06/30/2022,"1,612.89","1,612.89","1,612.89","1,612.89",,0.76%
06/29/2022,"1,600.67","1,600.67","1,600.67","1,600.67",,1.39%
06/28/2022,"1,578.71","1,578.71","1,578.71","1,578.71",,0.96%
06/27/2022,"1,563.68","1,563.68","1,563.68","1,563.68",,-0.61%
06/24/2022,"1,573.32","1,573.32","1,573.32","1,573.32",,0.27%
06/23/2022,"1,569.10","1,569.10","1,569.10","1,569.10",,-0.72%
06/22/2022,"1,580.51","1,580.51","1,580.51","1,580.51",,-1.03%
06/21/2022,"1,597.02","1,597.02","1,597.02","1,597.02",,-1.18%
06/20/2022,"1,616.14","1,616.14","1,616.14","1,616.14",,-0.66%
06/17/2022,"1,626.81","1,626.81","1,626.81","1,626.81",,-0.17%
06/16/2022,"1,629.62","1,629.62","1,629.62","1,629.62",,-0.91%
06/15/2022,"1,644.65","1,644.65","1,644.65","1,644.65",,-0.76%
06/14/2022,"1,657.24","1,657.24","1,657.24","1,657.24",,-0.67%
06/13/2022,"1,668.45","1,668.45","1,668.45","1,668.45",,-0.49%
06/10/2022,"1,676.59","1,676.59","1,676.59","1,676.59",,-0.41%
06/09/2022,"1,683.41","1,683.41","1,683.41","1,683.41",,-1.17%
06/08/2022,"1,703.35","1,703.35","1,703.35","1,703.35",,0.42%
06/06/2022,"1,696.18","1,696.18","1,696.18","1,696.18",,-0.21%
06/03/2022,"1,699.83","1,699.83","1,699.83","1,699.83",,0.83%
06/02/2022,"1,685.84","1,685.84","1,685.84","1,685.84",,0.24%
05/31/2022,"1,681.80","1,681.80","1,681.80","1,681.80",,-0.40%
05/30/2022,"1,688.60","1,688.60","1,688.60","1,688.60",,0.05%
05/27/2022,"1,687.81","1,687.81","1,687.81","1,687.81",,0.54%
05/26/2022,"1,678.69","1,678.69","1,678.69","1,678.69",,0.10%
05/25/2022,"1,677.03","1,677.03","1,677.03","1,677.03",,0.42%
05/24/2022,"1,669.94","1,669.94","1,669.94","1,669.94",,-0.14%
05/23/2022,"1,672.27","1,672.27","1,672.27","1,672.27",,-0.49%
05/20/2022,"1,680.53","1,680.53","1,680.53","1,680.53",,-1.20%
05/19/2022,"1,700.88","1,700.88","1,700.88","1,700.88",,-0.64%
05/18/2022,"1,711.83","1,711.83","1,711.83","1,711.83",,-1.45%
05/17/2022,"1,737.09","1,737.09","1,737.09","1,737.09",,-0.42%
05/16/2022,"1,744.37","1,744.37","1,744.37","1,744.37",,-0.16%
05/13/2022,"1,747.22","1,747.22","1,747.22","1,747.22",,0.77%
05/12/2022,"1,733.89","1,733.89","1,733.89","1,733.89",,-1.17%
05/11/2022,"1,754.47","1,754.47","1,754.47","1,754.47",,0.33%
05/10/2022,"1,748.62","1,748.62","1,748.62","1,748.62",,-0.31%
05/09/2022,"1,754.02","1,754.02","1,754.02","1,754.02",,-0.09%
05/06/2022,"1,755.57","1,755.57","1,755.57","1,755.57",,-0.60%
05/05/2022,"1,766.12","1,766.12","1,766.12","1,766.12",,-0.85%
05/04/2022,"1,781.32","1,781.32","1,781.32","1,781.32",,-1.07%
04/28/2022,"1,800.64","1,800.64","1,800.64","1,800.64",,-0.79%
04/27/2022,"1,815.03","1,815.03","1,815.03","1,815.03",,-0.70%
04/26/2022,"1,827.90","1,827.90","1,827.90","1,827.90",,-1.10%
04/25/2022,"1,848.31","1,848.31","1,848.31","1,848.31",,-0.29%
04/22/2022,"1,853.74","1,853.74","1,853.74","1,853.74",,-0.22%
04/21/2022,"1,857.76","1,857.76","1,857.76","1,857.76",,0.03%
04/20/2022,"1,857.16","1,857.16","1,857.16","1,857.16",,-0.01%
04/19/2022,"1,857.36","1,857.36","1,857.36","1,857.36",,-0.80%
04/14/2022,"1,872.39","1,872.39","1,872.39","1,872.39",,0.61%
04/13/2022,"1,860.99","1,860.99","1,860.99","1,860.99",,0.19%
04/12/2022,"1,857.38","1,857.38","1,857.38","1,857.38",,0.57%
04/11/2022,"1,846.80","1,846.80","1,846.80","1,846.80",,-0.22%
04/08/2022,"1,850.89","1,850.89","1,850.89","1,850.89",,-0.27%
04/07/2022,"1,855.86","1,855.86","1,855.86","1,855.86",,-0.09%
04/06/2022,"1,857.44","1,857.44","1,857.44","1,857.44",,0.08%
04/05/2022,"1,855.92","1,855.92","1,855.92","1,855.92",,0.33%
04/04/2022,"1,849.89","1,849.89","1,849.89","1,849.89",,0.30%
04/01/2022,"1,844.27","1,844.27","1,844.27","1,844.27",,-0.13%
03/31/2022,"1,846.74","1,846.74","1,846.74","1,846.74",,-0.34%
03/30/2022,"1,853.03","1,853.03","1,853.03","1,853.03",,-0.13%
03/29/2022,"1,855.35","1,855.35","1,855.35","1,855.35",,0.38%
03/28/2022,"1,848.25","1,848.25","1,848.25","1,848.25",,-0.70%
03/25/2022,"1,861.25","1,861.25","1,861.25","1,861.25",,0.03%
03/24/2022,"1,860.75","1,860.75","1,860.75","1,860.75",,0.10%
03/23/2022,"1,858.80","1,858.80","1,858.80","1,858.80",,-0.15%
03/22/2022,"1,861.67","1,861.67","1,861.67","1,861.67",,-0.34%
03/21/2022,"1,868.07","1,868.07","1,868.07","1,868.07",,0.41%
03/18/2022,"1,860.52","1,860.52","1,860.52","1,860.52",,-0.03%
03/17/2022,"1,861.13","1,861.13","1,861.13","1,861.13",,-0.20%
03/16/2022,"1,864.92","1,864.92","1,864.92","1,864.92",,-0.15%
03/15/2022,"1,867.76","1,867.76","1,867.76","1,867.76",,0.08%
03/14/2022,"1,866.30","1,866.30","1,866.30","1,866.30",,0.09%
03/11/2022,"1,864.58","1,864.58","1,864.58","1,864.58",,-0.27%
03/10/2022,"1,869.72","1,869.72","1,869.72","1,869.72",,-0.77%
03/09/2022,"1,884.29","1,884.29","1,884.29","1,884.29",,-0.33%
03/08/2022,"1,890.59","1,890.59","1,890.59","1,890.59",,0.06%
03/07/2022,"1,889.46","1,889.46","1,889.46","1,889.46",,-0.44%
03/04/2022,"1,897.90","1,897.90","1,897.90","1,897.90",,0.19%
03/03/2022,"1,894.36","1,894.36","1,894.36","1,894.36",,0.92%
03/02/2022,"1,877.07","1,877.07","1,877.07","1,877.07",,-0.28%
03/01/2022,"1,882.34","1,882.34","1,882.34","1,882.34",,-0.23%
02/28/2022,"1,886.75","1,886.75","1,886.75","1,886.75",,0.18%
02/25/2022,"1,883.33","1,883.33","1,883.33","1,883.33",,-0.50%
02/24/2022,"1,892.83","1,892.83","1,892.83","1,892.83",,-1.06%
02/23/2022,"1,913.15","1,913.15","1,913.15","1,913.15",,-0.15%
02/22/2022,"1,915.95","1,915.95","1,915.95","1,915.95",,-0.17%
02/21/2022,"1,919.21","1,919.21","1,919.21","1,919.21",,0.15%
