Date,Price,Open,High,Low,Vol.,Change %
02/18/2022,"1,916.42","1,916.42","1,916.42","1,916.42",,0.68%
02/17/2022,"1,903.54","1,903.54","1,903.54","1,903.54",,0.15%
02/16/2022,"1,900.71","1,900.71","1,900.71","1,900.71",,0.24%
02/15/2022,"1,896.24","1,896.24","1,896.24","1,896.24",,-0.36%
02/14/2022,"1,903.17","1,903.17","1,903.17","1,903.17",,0.31%
02/11/2022,"1,897.34","1,897.34","1,897.34","1,897.34",,0.03%
02/10/2022,"1,896.76","1,896.76","1,896.76","1,896.76",,0.39%
02/09/2022,"1,889.30","1,889.30","1,889.30","1,889.30",,0.09%
02/08/2022,"1,887.55","1,887.55","1,887.55","1,887.55",,-0.37%
02/07/2022,"1,894.48","1,894.48","1,894.48","1,894.48",,-0.35%
02/04/2022,"1,901.18","1,901.18","1,901.18","1,901.18",,-0.02%
02/03/2022,"1,901.48","1,901.48","1,901.48","1,901.48",,0.45%
02/02/2022,"1,892.89","1,892.89","1,892.89","1,892.89",,0.19%
02/01/2022,"1,889.37","1,889.37","1,889.37","1,889.37",,0.00%
01/31/2022,"1,889.33","1,889.33","1,889.33","1,889.33",,0.75%
01/28/2022,"1,875.33","1,875.33","1,875.33","1,875.33",,-0.20%
01/27/2022,"1,879.15","1,879.15","1,879.15","1,879.15",,-0.20%
01/26/2022,"1,882.94","1,882.94","1,882.94","1,882.94",,0.08%
01/25/2022,"1,881.42","1,881.42","1,881.42","1,881.42",,-0.27%
01/24/2022,"1,886.48","1,886.48","1,886.48","1,886.48",,-0.32%
01/21/2022,"1,892.54","1,892.54","1,892.54","1,892.54",,0.31%
01/20/2022,"1,886.66","1,886.66","1,886.66","1,886.66",,-0.16%
01/19/2022,"1,889.69","1,889.69","1,889.69","1,889.69",,-0.03%
01/18/2022,"1,890.28","1,890.28","1,890.28","1,890.28",,-0.02%
01/17/2022,"1,890.59","1,890.59","1,890.59","1,890.59",,-0.48%
01/14/2022,"1,899.79","1,899.79","1,899.79","1,899.79",,0.75%
01/13/2022,"1,885.63","1,885.63","1,885.63","1,885.63",,-0.55%
01/12/2022,"1,896.07","1,896.07","1,896.07","1,896.07",,-0.46%
01/11/2022,"1,904.81","1,904.81","1,904.81","1,904.81",,-0.40%
01/10/2022,"1,912.54","1,912.54","1,912.54","1,912.54",,-0.41%
01/07/2022,"1,920.38","1,920.38","1,920.38","1,920.38",,0.03%
01/06/2022,"1,919.79","1,919.79","1,919.79","1,919.79",,0.21%
01/05/2022,"1,915.73","1,915.73","1,915.73","1,915.73",,-0.09%
01/04/2022,"1,917.50","1,917.50","1,917.50","1,917.50",,0.17%
01/03/2022,"1,914.29","1,914.29","1,914.29","1,914.29",,0.62%
12/31/2021,"1,902.57","1,902.57","1,902.57","1,902.57",,0.26%
12/30/2021,"1,897.62","1,897.62","1,897.62","1,897.62",,-0.09%
12/29/2021,"1,899.29","1,899.29","1,899.29","1,899.29",,0.49%
12/28/2021,"1,890.05","1,890.05","1,890.05","1,890.05",,-0.63%
12/24/2021,"1,901.97","1,901.97","1,901.97","1,901.97",,0.62%
12/23/2021,"1,890.21","1,890.21","1,890.21","1,890.21",,0.94%
12/22/2021,"1,872.60","1,872.60","1,872.60","1,872.60",,0.08%
12/21/2021,"1,871.02","1,871.02","1,871.02","1,871.02",,0.28%
12/20/2021,"1,865.84","1,865.84","1,865.84","1,865.84",,0.61%
12/17/2021,"1,854.55","1,854.55","1,854.55","1,854.55",,-0.42%
12/16/2021,"1,862.44","1,862.44","1,862.44","1,862.44",,-0.38%
12/15/2021,"1,869.49","1,869.49","1,869.49","1,869.49",,0.34%
12/14/2021,"1,863.18","1,863.18","1,863.18","1,863.18",,0.36%
12/10/2021,"1,856.45","1,856.45","1,856.45","1,856.45",,0.97%
12/09/2021,"1,838.69","1,838.69","1,838.69","1,838.69",,0.43%
12/08/2021,"1,830.85","1,830.85","1,830.85","1,830.85",,0.45%
12/07/2021,"1,822.72","1,822.72","1,822.72","1,822.72",,0.03%
12/06/2021,"1,822.26","1,822.26","1,822.26","1,822.26",,-0.94%
12/03/2021,"1,839.46","1,839.46","1,839.46","1,839.46",,-0.25%
12/02/2021,"1,844.03","1,844.03","1,844.03","1,844.03",,-1.18%
12/01/2021,"1,866.08","1,866.08","1,866.08","1,866.08",,-0.28%
11/30/2021,"1,871.31","1,871.31","1,871.31","1,871.31",,-0.90%
11/29/2021,"1,888.29","1,888.29","1,888.29","1,888.29",,0.10%
11/26/2021,"1,886.35","1,886.35","1,886.35","1,886.35",,0.77%
11/25/2021,"1,871.93","1,871.93","1,871.93","1,871.93",,0.27%
11/24/2021,"1,866.97","1,866.97","1,866.97","1,866.97",,-0.61%
11/23/2021,"1,878.46","1,878.46","1,878.46","1,878.46",,0.13%
11/22/2021,"1,876.11","1,876.11","1,876.11","1,876.11",,-0.93%
11/19/2021,"1,893.65","1,893.65","1,893.65","1,893.65",,0.16%
11/18/2021,"1,890.59","1,890.59","1,890.59","1,890.59",,-0.50%
11/17/2021,"1,900.18","1,900.18","1,900.18","1,900.18",,-0.57%
11/16/2021,"1,911.00","1,911.00","1,911.00","1,911.00",,-0.34%
11/15/2021,"1,917.51","1,917.51","1,917.51","1,917.51",,-0.13%
11/12/2021,"1,919.95","1,919.95","1,919.95","1,919.95",,-0.57%
11/11/2021,"1,931.01","1,931.01","1,931.01","1,931.01",,-0.12%
11/10/2021,"1,933.28","1,933.28","1,933.28","1,933.28",,-0.08%
11/09/2021,"1,934.83","1,934.83","1,934.83","1,934.83",,-0.06%
11/08/2021,"1,935.91","1,935.91","1,935.91","1,935.91",,-0.66%
11/05/2021,"1,948.87","1,948.87","1,948.87","1,948.87",,-0.38%
11/04/2021,"1,956.28","1,956.28","1,956.28","1,956.28",,-0.63%
11/03/2021,"1,968.60","1,968.60","1,968.60","1,968.60",,0.51%
11/02/2021,"1,958.66","1,958.66","1,958.66","1,958.66",,-0.68%
11/01/2021,"1,972.02","1,972.02","1,972.02","1,972.02",,0.55%
10/29/2021,"1,961.33","1,961.33","1,961.33","1,961.33",,0.05%
10/28/2021,"1,960.30","1,960.30","1,960.30","1,960.30",,0.26%
10/27/2021,"1,955.23","1,955.23","1,955.23","1,955.23",,0.42%
10/26/2021,"1,946.97","1,946.97","1,946.97","1,946.97",,0.09%
10/25/2021,"1,945.20","1,945.20","1,945.20","1,945.20",,-0.79%
10/22/2021,"1,960.75","1,960.75","1,960.75","1,960.75",,-0.03%
10/21/2021,"1,961.32","1,961.32","1,961.32","1,961.32",,0.08%
10/19/2021,"1,959.67","1,959.67","1,959.67","1,959.67",,-0.16%
10/18/2021,"1,962.74","1,962.74","1,962.74","1,962.74",,-0.39%
10/15/2021,"1,970.44","1,970.44","1,970.44","1,970.44",,-0.13%
10/14/2021,"1,972.91","1,972.91","1,972.91","1,972.91",,-0.06%
10/13/2021,"1,974.15","1,974.15","1,974.15","1,974.15",,-0.37%
10/12/2021,"1,981.44","1,981.44","1,981.44","1,981.44",,-0.58%
10/08/2021,"1,992.92","1,992.92","1,992.92","1,992.92",,-0.46%
10/07/2021,"2,002.23","2,002.23","2,002.23","2,002.23",,-0.79%
10/06/2021,"2,018.13","2,018.13","2,018.13","2,018.13",,0.12%
10/05/2021,"2,015.81","2,015.81","2,015.81","2,015.81",,-0.58%
10/04/2021,"2,027.64","2,027.64","2,027.64","2,027.64",,-0.51%
10/01/2021,"2,038.08","2,038.08","2,038.08","2,038.08",,0.34%
09/30/2021,"2,031.17","2,031.17","2,031.17","2,031.17",,0.05%
09/29/2021,"2,030.15","2,030.15","2,030.15","2,030.15",,-0.86%
09/28/2021,"2,047.82","2,047.82","2,047.82","2,047.82",,-0.37%
09/27/2021,"2,055.40","2,055.40","2,055.40","2,055.40",,0.77%
09/24/2021,"2,039.75","2,039.75","2,039.75","2,039.75",,-0.31%
09/23/2021,"2,046.17","2,046.17","2,046.17","2,046.17",,0.15%
09/22/2021,"2,043.06","2,043.06","2,043.06","2,043.06",,0.19%
09/21/2021,"2,039.21","2,039.21","2,039.21","2,039.21",,-0.86%
09/20/2021,"2,056.99","2,056.99","2,056.99","2,056.99",,-0.22%
09/17/2021,"2,061.45","2,061.45","2,061.45","2,061.45",,0.47%
09/16/2021,"2,051.80","2,051.80","2,051.80","2,051.80",,0.26%
09/15/2021,"2,046.58","2,046.58","2,046.58","2,046.58",,-0.62%
09/14/2021,"2,059.33","2,059.33","2,059.33","2,059.33",,-0.10%
09/13/2021,"2,061.36","2,061.36","2,061.36","2,061.36",,-0.10%
09/10/2021,"2,063.44","2,063.44","2,063.44","2,063.44",,0.06%
09/09/2021,"2,062.22","2,062.22","2,062.22","2,062.22",,-0.21%
09/08/2021,"2,066.46","2,066.46","2,066.46","2,066.46",,0.66%
09/07/2021,"2,053.00","2,053.00","2,053.00","2,053.00",,0.71%
09/06/2021,"2,038.45","2,038.45","2,038.45","2,038.45",,0.65%
09/03/2021,"2,025.37","2,025.37","2,025.37","2,025.37",,0.05%
09/02/2021,"2,024.40","2,024.40","2,024.40","2,024.40",,-0.09%
09/01/2021,"2,026.14","2,026.14","2,026.14","2,026.14",,0.27%
08/31/2021,"2,020.77","2,020.77","2,020.77","2,020.77",,-0.55%
08/30/2021,"2,032.02","2,032.02","2,032.02","2,032.02",,-0.11%
08/27/2021,"2,034.30","2,034.30","2,034.30","2,034.30",,-0.22%
08/26/2021,"2,038.77","2,038.77","2,038.77","2,038.77",,0.33%
08/25/2021,"2,032.09","2,032.09","2,032.09","2,032.09",,0.06%
08/24/2021,"2,030.87","2,030.87","2,030.87","2,030.87",,0.52%
08/23/2021,"2,020.37","2,020.37","2,020.37","2,020.37",,0.23%
08/20/2021,"2,015.77","2,015.77","2,015.77","2,015.77",,0.50%
08/19/2021,"2,005.77","2,005.77","2,005.77","2,005.77",,0.25%
08/18/2021,"2,000.76","2,000.76","2,000.76","2,000.76",,0.23%
08/17/2021,"1,996.26","1,996.26","1,996.26","1,996.26",,1.17%
08/16/2021,"1,973.23","1,973.23","1,973.23","1,973.23",,0.62%
08/13/2021,"1,961.07","1,961.07","1,961.07","1,961.07",,0.45%
08/12/2021,"1,952.28","1,952.28","1,952.28","1,952.28",,-0.51%
08/11/2021,"1,962.25","1,962.25","1,962.25","1,962.25",,-0.65%
08/10/2021,"1,975.02","1,975.02","1,975.02","1,975.02",,-0.10%
08/09/2021,"1,976.98","1,976.98","1,976.98","1,976.98",,0.13%
08/06/2021,"1,974.46","1,974.46","1,974.46","1,974.46",,-0.02%
08/05/2021,"1,974.95","1,974.95","1,974.95","1,974.95",,0.07%
08/04/2021,"1,973.58","1,973.58","1,973.58","1,973.58",,0.08%
08/03/2021,"1,972.00","1,972.00","1,972.00","1,972.00",,-0.03%
08/02/2021,"1,972.65","1,972.65","1,972.65","1,972.65",,-0.08%
07/30/2021,"1,974.29","1,974.29","1,974.29","1,974.29",,-0.66%
07/29/2021,"1,987.50","1,987.50","1,987.50","1,987.50",,0.48%
07/28/2021,"1,978.03","1,978.03","1,978.03","1,978.03",,-0.28%
07/27/2021,"1,983.51","1,983.51","1,983.51","1,983.51",,0.06%
07/26/2021,"1,982.24","1,982.24","1,982.24","1,982.24",,0.02%
07/23/2021,"1,981.91","1,981.91","1,981.91","1,981.91",,0.15%
07/22/2021,"1,978.99","1,978.99","1,978.99","1,978.99",,-0.32%
07/21/2021,"1,985.36","1,985.36","1,985.36","1,985.36",,0.02%
07/19/2021,"1,985.02","1,985.02","1,985.02","1,985.02",,0.64%
07/16/2021,"1,972.33","1,972.33","1,972.33","1,972.33",,0.13%
07/15/2021,"1,969.79","1,969.79","1,969.79","1,969.79",,0.73%
07/14/2021,"1,955.47","1,955.47","1,955.47","1,955.47",,0.11%
07/13/2021,"1,953.37","1,953.37","1,953.37","1,953.37",,0.49%
07/12/2021,"1,943.89","1,943.89","1,943.89","1,943.89",,-0.39%
07/09/2021,"1,951.41","1,951.41","1,951.41","1,951.41",,0.32%
07/08/2021,"1,945.11","1,945.11","1,945.11","1,945.11",,0.29%
07/07/2021,"1,939.44","1,939.44","1,939.44","1,939.44",,0.41%
07/06/2021,"1,931.57","1,931.57","1,931.57","1,931.57",,0.53%
07/05/2021,"1,921.39","1,921.39","1,921.39","1,921.39",,-0.36%
07/02/2021,"1,928.42","1,928.42","1,928.42","1,928.42",,0.08%
07/01/2021,"1,926.93","1,926.93","1,926.93","1,926.93",,-0.03%
06/30/2021,"1,927.53","1,927.53","1,927.53","1,927.53",,0.46%
06/29/2021,"1,918.69","1,918.69","1,918.69","1,918.69",,0.00%
06/28/2021,"1,918.66","1,918.66","1,918.66","1,918.66",,1.03%
06/25/2021,"1,899.11","1,899.11","1,899.11","1,899.11",,0.47%
06/24/2021,"1,890.30","1,890.30","1,890.30","1,890.30",,-0.44%
06/23/2021,"1,898.68","1,898.68","1,898.68","1,898.68",,-0.01%
06/22/2021,"1,898.91","1,898.91","1,898.91","1,898.91",,-0.20%
06/21/2021,"1,902.75","1,902.75","1,902.75","1,902.75",,0.08%
06/18/2021,"1,901.21","1,901.21","1,901.21","1,901.21",,-0.39%
06/17/2021,"1,908.57","1,908.57","1,908.57","1,908.57",,-0.15%
06/16/2021,"1,911.45","1,911.45","1,911.45","1,911.45",,0.12%
06/15/2021,"1,909.18","1,909.18","1,909.18","1,909.18",,-0.54%
06/14/2021,"1,919.56","1,919.56","1,919.56","1,919.56",,0.40%
06/11/2021,"1,911.92","1,911.92","1,911.92","1,911.92",,-0.21%
06/10/2021,"1,915.98","1,915.98","1,915.98","1,915.98",,0.15%
06/09/2021,"1,913.13","1,913.13","1,913.13","1,913.13",,0.32%
06/08/2021,"1,907.05","1,907.05","1,907.05","1,907.05",,0.15%
06/07/2021,"1,904.15","1,904.15","1,904.15","1,904.15",,-0.24%
06/04/2021,"1,908.82","1,908.82","1,908.82","1,908.82",,-0.15%
06/03/2021,"1,911.64","1,911.64","1,911.64","1,911.64",,0.63%
06/02/2021,"1,899.68","1,899.68","1,899.68","1,899.68",,1.50%
05/31/2021,"1,871.55","1,871.55","1,871.55","1,871.55",,0.50%
05/28/2021,"1,862.15","1,862.15","1,862.15","1,862.15",,-0.08%
05/27/2021,"1,863.68","1,863.68","1,863.68","1,863.68",,-0.09%
05/26/2021,"1,865.30","1,865.30","1,865.30","1,865.30",,0.08%
05/25/2021,"1,863.86","1,863.86","1,863.86","1,863.86",,0.19%
05/24/2021,"1,860.40","1,860.40","1,860.40","1,860.40",,0.08%
05/21/2021,"1,858.87","1,858.87","1,858.87","1,858.87",,0.36%
05/20/2021,"1,852.28","1,852.28","1,852.28","1,852.28",,0.76%
05/19/2021,"1,838.25","1,838.25","1,838.25","1,838.25",,-0.23%
05/18/2021,"1,842.47","1,842.47","1,842.47","1,842.47",,-0.89%
05/17/2021,"1,859.08","1,859.08","1,859.08","1,859.08",,-0.22%
05/13/2021,"1,863.25","1,863.25","1,863.25","1,863.25",,0.11%
05/12/2021,"1,861.14","1,861.14","1,861.14","1,861.14",,-0.09%
05/11/2021,"1,862.84","1,862.84","1,862.84","1,862.84",,-0.20%
05/10/2021,"1,866.53","1,866.53","1,866.53","1,866.53",,0.22%
05/07/2021,"1,862.50","1,862.50","1,862.50","1,862.50",,0.04%
05/06/2021,"1,861.81","1,861.81","1,861.81","1,861.81",,-0.01%
05/05/2021,"1,862.07","1,862.07","1,862.07","1,862.07",,0.88%
05/04/2021,"1,845.80","1,845.80","1,845.80","1,845.80",,-0.67%
05/03/2021,"1,858.26","1,858.26","1,858.26","1,858.26",,-0.45%
04/30/2021,"1,866.58","1,866.58","1,866.58","1,866.58",,-0.37%
04/29/2021,"1,873.57","1,873.57","1,873.57","1,873.57",,-0.18%
04/28/2021,"1,876.88","1,876.88","1,876.88","1,876.88",,0.45%
04/27/2021,"1,868.38","1,868.38","1,868.38","1,868.38",,-1.07%
04/26/2021,"1,888.68","1,888.68","1,888.68","1,888.68",,0.02%
04/23/2021,"1,888.25","1,888.25","1,888.25","1,888.25",,0.34%
04/22/2021,"1,881.87","1,881.87","1,881.87","1,881.87",,0.21%
04/21/2021,"1,878.02","1,878.02","1,878.02","1,878.02",,0.22%
04/20/2021,"1,873.93","1,873.93","1,873.93","1,873.93",,-0.27%
04/19/2021,"1,879.06","1,879.06","1,879.06","1,879.06",,-0.21%
04/16/2021,"1,882.96","1,882.96","1,882.96","1,882.96",,0.51%
04/15/2021,"1,873.46","1,873.46","1,873.46","1,873.46",,0.34%
04/14/2021,"1,867.15","1,867.15","1,867.15","1,867.15",,0.31%
04/13/2021,"1,861.44","1,861.44","1,861.44","1,861.44",,-0.08%
04/12/2021,"1,862.87","1,862.87","1,862.87","1,862.87",,-0.32%
04/09/2021,"1,868.76","1,868.76","1,868.76","1,868.76",,0.63%
04/08/2021,"1,856.97","1,856.97","1,856.97","1,856.97",,0.05%
04/07/2021,"1,856.13","1,856.13","1,856.13","1,856.13",,-0.37%
04/06/2021,"1,863.10","1,863.10","1,863.10","1,863.10",,-0.07%
04/01/2021,"1,864.44","1,864.44","1,864.44","1,864.44",,0.98%
03/31/2021,"1,846.41","1,846.41","1,846.41","1,846.41",,-0.02%
03/30/2021,"1,846.76","1,846.76","1,846.76","1,846.76",,-0.35%
03/29/2021,"1,853.25","1,853.25","1,853.25","1,853.25",,-2.62%
03/26/2021,"1,903.06","1,903.06","1,903.06","1,903.06",,-0.22%
03/25/2021,"1,907.32","1,907.32","1,907.32","1,907.32",,-0.15%
03/24/2021,"1,910.17","1,910.17","1,910.17","1,910.17",,-1.10%
03/23/2021,"1,931.34","1,931.34","1,931.34","1,931.34",,0.00%
03/22/2021,"1,931.35","1,931.35","1,931.35","1,931.35",,-0.12%
03/19/2021,"1,933.60","1,933.60","1,933.60","1,933.60",,-0.14%
03/18/2021,"1,936.22","1,936.22","1,936.22","1,936.22",,0.32%
03/17/2021,"1,930.06","1,930.06","1,930.06","1,930.06",,0.38%
03/16/2021,"1,922.70","1,922.70","1,922.70","1,922.70",,-0.19%
03/15/2021,"1,926.37","1,926.37","1,926.37","1,926.37",,0.17%
03/12/2021,"1,923.04","1,923.04","1,923.04","1,923.04",,0.51%
03/11/2021,"1,913.35","1,913.35","1,913.35","1,913.35",,-0.09%
03/10/2021,"1,915.14","1,915.14","1,915.14","1,915.14",,-0.35%
03/09/2021,"1,921.94","1,921.94","1,921.94","1,921.94",,-0.57%
03/08/2021,"1,932.93","1,932.93","1,932.93","1,932.93",,-0.44%
03/05/2021,"1,941.39","1,941.39","1,941.39","1,941.39",,0.23%
03/04/2021,"1,936.89","1,936.89","1,936.89","1,936.89",,0.10%
03/03/2021,"1,934.90","1,934.90","1,934.90","1,934.90",,0.64%
03/02/2021,"1,922.58","1,922.58","1,922.58","1,922.58",,0.51%
03/01/2021,"1,912.79","1,912.79","1,912.79","1,912.79",,-0.15%
02/26/2021,"1,915.68","1,915.68","1,915.68","1,915.68",,1.00%
02/25/2021,"1,896.68","1,896.68","1,896.68","1,896.68",,1.01%
02/24/2021,"1,877.67","1,877.67","1,877.67","1,877.67",,-0.32%
02/23/2021,"1,883.64","1,883.64","1,883.64","1,883.64",,0.33%
02/22/2021,"1,877.46","1,877.46","1,877.46","1,877.46",,-0.58%
02/19/2021,"1,888.47","1,888.47","1,888.47","1,888.47",,0.68%
02/18/2021,"1,875.71","1,875.71","1,875.71","1,875.71",,0.06%
02/17/2021,"1,874.67","1,874.67","1,874.67","1,874.67",,-0.24%
02/16/2021,"1,879.19","1,879.19","1,879.19","1,879.19",,-0.32%
02/15/2021,"1,885.15","1,885.15","1,885.15","1,885.15",,-0.24%
02/12/2021,"1,889.77","1,889.77","1,889.77","1,889.77",,0.38%
02/11/2021,"1,882.68","1,882.68","1,882.68","1,882.68",,-0.17%
02/10/2021,"1,885.83","1,885.83","1,885.83","1,885.83",,0.51%
02/09/2021,"1,876.19","1,876.19","1,876.19","1,876.19",,-0.19%
02/08/2021,"1,879.71","1,879.71","1,879.71","1,879.71",,0.74%
02/05/2021,"1,865.93","1,865.93","1,865.93","1,865.93",,-0.26%
02/04/2021,"1,870.81","1,870.81","1,870.81","1,870.81",,-0.09%
02/03/2021,"1,872.56","1,872.56","1,872.56","1,872.56",,-0.10%
02/02/2021,"1,874.37","1,874.37","1,874.37","1,874.37",,-0.03%
02/01/2021,"1,874.96","1,874.96","1,874.96","1,874.96",,-0.37%
01/29/2021,"1,881.91","1,881.91","1,881.91","1,881.91",,-0.36%
01/28/2021,"1,888.74","1,888.74","1,888.74","1,888.74",,-0.05%
01/27/2021,"1,889.74","1,889.74","1,889.74","1,889.74",,0.05%
01/26/2021,"1,888.71","1,888.71","1,888.71","1,888.71",,0.35%
01/25/2021,"1,882.20","1,882.20","1,882.20","1,882.20",,-0.27%
01/22/2021,"1,887.23","1,887.23","1,887.23","1,887.23",,-0.09%
01/21/2021,"1,888.89","1,888.89","1,888.89","1,888.89",,0.39%
01/20/2021,"1,881.57","1,881.57","1,881.57","1,881.57",,-0.67%
01/19/2021,"1,894.18","1,894.18","1,894.18","1,894.18",,-0.65%
01/18/2021,"1,906.63","1,906.63","1,906.63","1,906.63",,-0.68%
01/15/2021,"1,919.70","1,919.70","1,919.70","1,919.70",,-0.07%
01/14/2021,"1,921.06","1,921.06","1,921.06","1,921.06",,0.55%
01/13/2021,"1,910.64","1,910.64","1,910.64","1,910.64",,0.44%
01/12/2021,"1,902.22","1,902.22","1,902.22","1,902.22",,0.52%
01/11/2021,"1,892.39","1,892.39","1,892.39","1,892.39",,-0.21%
01/08/2021,"1,896.46","1,896.46","1,896.46","1,896.46",,0.88%
01/07/2021,"1,879.92","1,879.92","1,879.92","1,879.92",,0.57%
01/06/2021,"1,869.26","1,869.26","1,869.26","1,869.26",,-0.46%
01/05/2021,"1,877.89","1,877.89","1,877.89","1,877.89",,0.29%
01/04/2021,"1,872.42","1,872.42","1,872.42","1,872.42",,0.22%
12/31/2020,"1,868.39","1,868.39","1,868.39","1,868.39",,0.83%
12/30/2020,"1,853.06","1,853.06","1,853.06","1,853.06",,0.77%
12/29/2020,"1,838.84","1,838.84","1,838.84","1,838.84",,0.48%
12/28/2020,"1,830.06","1,830.06","1,830.06","1,830.06",,-0.51%
12/24/2020,"1,839.51","1,839.51","1,839.51","1,839.51",,0.90%
12/23/2020,"1,823.07","1,823.07","1,823.07","1,823.07",,0.61%
12/22/2020,"1,812.00","1,812.00","1,812.00","1,812.00",,0.07%
12/21/2020,"1,810.78","1,810.78","1,810.78","1,810.78",,0.77%
12/18/2020,"1,796.88","1,796.88","1,796.88","1,796.88",,0.03%
12/17/2020,"1,796.41","1,796.41","1,796.41","1,796.41",,0.08%
12/16/2020,"1,795.05","1,795.05","1,795.05","1,795.05",,0.52%
12/15/2020,"1,785.73","1,785.73","1,785.73","1,785.73",,-0.61%
12/14/2020,"1,796.64","1,796.64","1,796.64","1,796.64",,0.14%
12/11/2020,"1,794.06","1,794.06","1,794.06","1,794.06",,0.67%
12/10/2020,"1,782.06","1,782.06","1,782.06","1,782.06",,0.40%
12/09/2020,"1,774.88","1,774.88","1,774.88","1,774.88",,-0.30%
12/08/2020,"1,780.30","1,780.30","1,780.30","1,780.30",,-0.14%
12/07/2020,"1,782.78","1,782.78","1,782.78","1,782.78",,-0.20%
12/04/2020,"1,786.42","1,786.42","1,786.42","1,786.42",,0.45%
12/03/2020,"1,778.46","1,778.46","1,778.46","1,778.46",,0.99%
12/02/2020,"1,760.98","1,760.98","1,760.98","1,760.98",,0.50%
12/01/2020,"1,752.17","1,752.17","1,752.17","1,752.17",,-0.44%
11/30/2020,"1,759.93","1,759.93","1,759.93","1,759.93",,0.11%
11/27/2020,"1,758.05","1,758.05","1,758.05","1,758.05",,-1.29%
11/26/2020,"1,781.09","1,781.09","1,781.09","1,781.09",,-0.52%
11/25/2020,"1,790.38","1,790.38","1,790.38","1,790.38",,-0.02%
11/24/2020,"1,790.72","1,790.72","1,790.72","1,790.72",,0.21%
11/23/2020,"1,786.89","1,786.89","1,786.89","1,786.89",,0.06%
11/20/2020,"1,785.88","1,785.88","1,785.88","1,785.88",,0.08%
11/19/2020,"1,784.40","1,784.40","1,784.40","1,784.40",,-0.23%
11/18/2020,"1,788.54","1,788.54","1,788.54","1,788.54",,0.06%
11/17/2020,"1,787.45","1,787.45","1,787.45","1,787.45",,0.24%
11/16/2020,"1,783.18","1,783.18","1,783.18","1,783.18",,-0.35%
11/13/2020,"1,789.52","1,789.52","1,789.52","1,789.52",,0.50%
11/12/2020,"1,780.60","1,780.60","1,780.60","1,780.60",,-0.60%
11/11/2020,"1,791.38","1,791.38","1,791.38","1,791.38",,1.26%
11/10/2020,"1,769.02","1,769.02","1,769.02","1,769.02",,0.29%
11/09/2020,"1,763.87","1,763.87","1,763.87","1,763.87",,-0.32%
11/06/2020,"1,769.54","1,769.54","1,769.54","1,769.54",,-0.04%
11/05/2020,"1,770.21","1,770.21","1,770.21","1,770.21",,0.76%
11/04/2020,"1,756.90","1,756.90","1,756.90","1,756.90",,0.07%
11/03/2020,"1,755.75","1,755.75","1,755.75","1,755.75",,-0.45%
11/02/2020,"1,763.72","1,763.72","1,763.72","1,763.72",,-1.12%
10/30/2020,"1,783.68","1,783.68","1,783.68","1,783.68",,-0.89%
10/29/2020,"1,799.77","1,799.77","1,799.77","1,799.77",,0.11%
10/28/2020,"1,797.81","1,797.81","1,797.81","1,797.81",,-0.01%
10/27/2020,"1,797.99","1,797.99","1,797.99","1,797.99",,-0.08%
10/26/2020,"1,799.38","1,799.38","1,799.38","1,799.38",,0.01%
10/23/2020,"1,799.29","1,799.29","1,799.29","1,799.29",,-0.33%
10/22/2020,"1,805.26","1,805.26","1,805.26","1,805.26",,-0.24%
10/21/2020,"1,809.66","1,809.66","1,809.66","1,809.66",,-0.15%
10/19/2020,"1,812.42","1,812.42","1,812.42","1,812.42",,0.07%
10/16/2020,"1,811.13","1,811.13","1,811.13","1,811.13",,-0.17%
10/15/2020,"1,814.17","1,814.17","1,814.17","1,814.17",,0.05%
10/14/2020,"1,813.26","1,813.26","1,813.26","1,813.26",,-0.33%
10/13/2020,"1,819.27","1,819.27","1,819.27","1,819.27",,-0.61%
10/12/2020,"1,830.49","1,830.49","1,830.49","1,830.49",,-0.33%
10/09/2020,"1,836.54","1,836.54","1,836.54","1,836.54",,0.27%
10/08/2020,"1,831.57","1,831.57","1,831.57","1,831.57",,-0.25%
10/07/2020,"1,836.09","1,836.09","1,836.09","1,836.09",,-0.36%
10/06/2020,"1,842.68","1,842.68","1,842.68","1,842.68",,-0.56%
10/05/2020,"1,853.03","1,853.03","1,853.03","1,853.03",,0.05%
10/02/2020,"1,852.17","1,852.17","1,852.17","1,852.17",,-0.18%
10/01/2020,"1,855.53","1,855.53","1,855.53","1,855.53",,0.17%
09/30/2020,"1,852.29","1,852.29","1,852.29","1,852.29",,0.40%
09/29/2020,"1,844.99","1,844.99","1,844.99","1,844.99",,-0.28%
09/28/2020,"1,850.21","1,850.21","1,850.21","1,850.21",,0.14%
09/25/2020,"1,847.63","1,847.63","1,847.63","1,847.63",,0.85%
09/24/2020,"1,832.00","1,832.00","1,832.00","1,832.00",,-0.47%
09/23/2020,"1,840.68","1,840.68","1,840.68","1,840.68",,0.04%
09/22/2020,"1,839.96","1,839.96","1,839.96","1,839.96",,-0.47%
09/21/2020,"1,848.74","1,848.74","1,848.74","1,848.74",,0.07%
09/18/2020,"1,847.41","1,847.41","1,847.41","1,847.41",,0.15%
09/17/2020,"1,844.60","1,844.60","1,844.60","1,844.60",,-1.16%
09/16/2020,"1,866.24","1,866.24","1,866.24","1,866.24",,-0.62%
09/15/2020,"1,877.80","1,877.80","1,877.80","1,877.80",,-0.09%
09/14/2020,"1,879.44","1,879.44","1,879.44","1,879.44",,0.20%
